hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,src
37,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-card-2,36302,e
37,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-card-2,36302,c
37,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-card-2a,36302a,a
37,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-card-2a,36302a,b
37,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-card-2a,36302a,d
38,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-1,36302,d
38,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-1,36302,c
38,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-1a,36302a,e
38,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-1a,36302a,a
38,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-1a,36302a,b
39,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-2,36302,d
39,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-2,36302,b
39,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-2a,36302a,a
39,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-2a,36302a,e
39,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-2a,36302a,c
40,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-3,36302,b
40,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-3,36302,c
40,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-3a,36302a,a
40,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-3a,36302a,d
40,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-3a,36302a,e
41,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-4,36302,b
41,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-4,36302,a
41,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-4a,36302a,d
41,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-4a,36302a,c
41,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-4a,36302a,e
42,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-6,36302,d
42,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-6,36302,a
42,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-6a,36302a,c
42,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-6a,36302a,e
42,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-6a,36302a,b
43,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-1,36302,d
43,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-1,36302,c
43,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-vte-1a,36302a,a
43,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-1a,36302a,b
43,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-1a,36302a,e
44,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-2,36302,b
44,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-2,36302,a
44,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-vte-2a,36302a,e
44,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-2a,36302a,c
44,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-2a,36302a,d
45,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-1,35957,b
45,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-1,35957,d
45,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-1a,35957a,c
45,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-1a,35957a,e
45,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-1a,35957a,a
46,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-2,35957,e
46,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-2,35957,d
46,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-2a,35957a,c
46,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-2a,35957a,b
46,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-2a,35957a,a
47,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-3,35957,a
47,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-3,35957,c
47,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-3a,35957a,b
47,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-3a,35957a,e
47,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-3a,35957a,d
48,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-4,35957,d
48,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-4,35957,c
48,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-4a,35957a,b
48,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-4a,35957a,a
48,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-4a,35957a,e
49,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-5,35957,c
49,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-5,35957,b
49,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-5a,35957a,a
49,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-5a,35957a,d
49,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-5a,35957a,e
50,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-7a,35957,c
