hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,a
816,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_pn-4,35903,a
817,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_pn-5c,35903,a
818,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_pn-6,35903,a
819,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_pn-7,35903,a
820,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-card-2,35903,a
821,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-inf-1,35903,a
822,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-inf-2,35903,a
823,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-inf-3,35903,a
824,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-inf-4,35903,a
825,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-inf-6,35903,a
826,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-vte-1,35903,a
827,1007 goodyear avenue,gadsden,etowah,gadsden regional medical center,proprietary,acute care hospitals,2564944000,10040,al,al_scip-vte-2,35903,a
828,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_ami-1,35045,a
829,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_ami-2,35045,a
830,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_ami-3,35045,a
831,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_ami-4,35045,a
832,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_ami-5,35045,a
833,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_ami-7a,35045,a
834,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_ami-8a,35045,a
835,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_hf-1,35045,a
836,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_hf-2,35045,a
837,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_hf-3,35045,a
838,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_hf-4,35045,a
839,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_pn-2,35045,a
840,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_pn-3b,35045,a
841,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_pn-4,35045,a
842,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_pn-5c,35045,a
843,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_pn-6,35045,a
844,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_pn-7,35045,a
845,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-card-2,35045,a
846,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-inf-1,35045,a
847,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-inf-2,35045,a
848,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-inf-3,35045,a
849,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-inf-4,35045,a
850,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-inf-6,35045,a
851,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-vte-1,35045,a
852,1010 lay dam road,clanton,chilton,chilton medical center,voluntary non-profit - private,acute care hospitals,2057552500,10043,al,al_scip-vte-2,35045,a
853,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_ami-1,35570,a
854,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_ami-2,35570,a
855,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_ami-3,35570,a
856,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_ami-4,35570,a
857,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_ami-5,35570,a
858,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_ami-7a,35570,a
859,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_ami-8a,35570,a
860,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_hf-1,35570,a
861,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_hf-2,35570,a
862,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_hf-3,35570,a
863,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_hf-4,35570,a
864,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_pn-2,35570,a
865,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_pn-3b,35570,a
866,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_pn-4,35570,a
867,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_pn-5c,35570,a
868,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_pn-6,35570,a
869,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_pn-7,35570,a
870,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-card-2,35570,a
871,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-inf-1,35570,a
872,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-inf-2,35570,a
873,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-inf-3,35570,a
874,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-inf-4,35570,a
875,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-inf-6,35570,a
876,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-vte-1,35570,a
877,1256 military street south,hamilton,marion,marion regional medical center,voluntary non-profit - private,acute care hospitals,2059216200,10044,al,al_scip-vte-2,35570,a
878,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_ami-1,35555,a
879,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_ami-2,35555,a
880,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_ami-3,35555,a
881,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_ami-4,35555,a
882,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_ami-5,35555,a
883,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_ami-7a,35555,a
884,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_ami-8a,35555,a
885,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_hf-1,35555,a
886,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_hf-2,35555,a
887,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_hf-3,35555,a
888,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_hf-4,35555,a
889,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_pn-2,35555,a
890,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_pn-3b,35555,a
891,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_pn-4,35555,a
892,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_pn-5c,35555,a
893,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_pn-6,35555,a
894,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_pn-7,35555,a
895,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-card-2,35555,a
896,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-inf-1,35555,a
897,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-inf-2,35555,a
898,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-inf-3,35555,a
899,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-inf-4,35555,a
900,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-inf-6,35555,a
901,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-vte-1,35555,a
902,1653 temple avenue north,fayette,fayette,fayette medical center,voluntary non-profit - other,acute care hospitals,2059325966,10045,al,al_scip-vte-2,35555,a
903,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_cac-1,35901,a
904,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_cac-2,35901,a
905,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_cac-3,35901,a
906,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_ami-1,35901,a
907,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_ami-2,35901,a
908,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_ami-3,35901,a
909,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_ami-4,35901,a
910,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_ami-5,35901,a
911,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_ami-7a,35901,a
912,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_ami-8a,35901,a
913,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_hf-1,35901,a
914,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_hf-2,35901,a
915,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_hf-3,35901,a
916,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_hf-4,35901,a
917,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_pn-2,35901,a
918,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_pn-3b,35901,a
919,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_pn-4,35901,a
920,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_pn-5c,35901,a
921,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_pn-6,35901,a
922,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_pn-7,35901,a
923,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-card-2,35901,a
924,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-inf-1,35901,a
925,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-inf-2,35901,a
926,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-inf-3,35901,a
927,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-inf-4,35901,a
928,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-inf-6,35901,a
929,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-vte-1,35901,a
930,600 south third street,gadsden,etowah,riverview regional medical center,proprietary,acute care hospitals,2565435200,10046,al,al_scip-vte-2,35901,a
931,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_ami-1,36033,a
932,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_ami-2,36033,a
933,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_ami-3,36033,a
934,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_ami-4,36033,a
935,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_ami-5,36033,a
936,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_ami-7a,36033,a
937,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_ami-8a,36033,a
938,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_hf-1,36033,a
939,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_hf-2,36033,a
940,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_hf-3,36033,a
941,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_hf-4,36033,a
942,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_pn-2,36033,a
943,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_pn-3b,36033,a
944,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_pn-4,36033,a
945,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_pn-5c,36033,a
946,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_pn-6,36033,a
947,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_pn-7,36033,a
948,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-card-2,36033,a
949,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-inf-1,36033,a
950,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-inf-2,36033,a
951,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-inf-3,36033,a
952,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-inf-4,36033,a
953,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-inf-6,36033,a
954,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-vte-1,36033,a
955,515 miranda st,georgiana,butler,georgiana hospital,voluntary non-profit - private,acute care hospitals,3343762205,10047,al,al_scip-vte-2,36033,a
956,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_ami-1,36330,a
957,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_ami-2,36330,a
958,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_ami-3,36330,a
959,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_ami-4,36330,a
960,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_ami-5,36330,a
961,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_ami-7a,36330,a
962,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_ami-8a,36330,a
963,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_hf-1,36330,a
964,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_hf-2,36330,a
965,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_hf-3,36330,a
966,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_hf-4,36330,a
967,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_pn-2,36330,a
968,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_pn-3b,36330,a
969,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_pn-4,36330,a
970,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_pn-5c,36330,a
971,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_pn-6,36330,a
972,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_pn-7,36330,a
973,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-card-2,36330,a
974,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-inf-1,36330,a
975,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-inf-2,36330,a
976,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-inf-3,36330,a
977,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-inf-4,36330,a
978,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-inf-6,36330,a
979,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-vte-1,36330,a
980,400 n edwards street,enterprise,coffee,medical center enterprise,proprietary,acute care hospitals,3343470584,10049,al,al_scip-vte-2,36330,a
981,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_ami-1,35121,a
982,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_ami-2,35121,a
983,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_ami-3,35121,a
984,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_ami-4,35121,a
985,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_ami-5,35121,a
986,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_ami-7a,35121,a
987,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_ami-8a,35121,a
988,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_hf-1,35121,a
989,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_hf-2,35121,a
990,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_hf-3,35121,a
991,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_hf-4,35121,a
992,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_pn-2,35121,a
993,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_pn-3b,35121,a
994,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_pn-4,35121,a
995,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_pn-5c,35121,a
996,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_pn-6,35121,a
997,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_pn-7,35121,a
998,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_scip-card-2,35121,a
999,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_scip-inf-1,35121,a
1000,150 gilbreath drive,oneonta,blount,st vincents blount,voluntary non-profit - private,acute care hospitals,2052743000,10050,al,al_scip-inf-2,35121,a
