hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode
38,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-1,36302
38,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-1,36302
38,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-1a,36302a
38,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-1a,36302a
38,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-1a,36302a
39,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-2,36302
39,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-2,36302
39,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-2a,36302a
39,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-2a,36302a
39,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-2a,36302a
40,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-3,36302
40,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-3,36302
40,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-3a,36302a
40,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-3a,36302a
40,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-3a,36302a
41,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-4,36302
41,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-4,36302
41,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-4a,36302a
41,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-4a,36302a
41,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-4a,36302a
42,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-6,36302
42,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-inf-6,36302
42,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-inf-6a,36302a
42,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-6a,36302a
42,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-inf-6a,36302a
43,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-1,36302
43,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-1,36302
43,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-vte-1a,36302a
43,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-1a,36302a
43,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-1a,36302a
44,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-2,36302
44,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001,al,al_scip-vte-2,36302
44,1108 ross clark circlea,dothana,houstona,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701a,10001a,ala,al_scip-vte-2a,36302a
44,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-2a,36302a
44,1108 ross clark circle,dothan,houston,southeast alabama medical center,government - hospital district or authority,acute care hospitals,3347938701,10001a,ala,al_scip-vte-2a,36302a
45,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-1,35957
45,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-1,35957
45,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-1a,35957a
45,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-1a,35957a
45,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-1a,35957a
46,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-2,35957
46,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-2,35957
46,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-2a,35957a
46,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-2a,35957a
46,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-2a,35957a
47,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-3,35957
47,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-3,35957
47,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-3a,35957a
47,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-3a,35957a
47,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-3a,35957a
48,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-4,35957
48,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-4,35957
48,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-4a,35957a
48,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-4a,35957a
48,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-4a,35957a
49,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-5,35957
49,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-5,35957
49,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-5a,35957a
49,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-5a,35957a
49,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-5a,35957a
50,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-7a,35957
50,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005,al,al_ami-7a,35957
50,2505 u s highway 431 northa,boaza,marshalla,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310a,10005a,ala,al_ami-7aa,35957a
50,2505 u s highway 431 north,boaz,marshall,marshall medical center south,government - hospital district or authority,acute care hospitals,2565938310,10005a,ala,al_ami-7aa,35957a
