flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
2011-12-03-AA-1165-JFK-MIA,12/03/2011 06:59 AM,12/03/2011 07:14 AM,36,12/03/2011 10:34 AM,12/03/2011 09:44 AM,D25
2011-12-03-AA-3786-IAH-ORD,12/03/2011 04:00 PM,12/03/2011 04:15 PM,A29,12/03/2011 06:40 PM,12/03/2011 06:09 PM,G9
2011-12-03-AA-4330-CVG-ORD,12/03/2011 03:35 PM,12/03/2011 03:38 PM,3,12/03/2011 04:00 PM,12/03/2011 03:39 PM,G20
2011-12-03-AA-1664-MIA-ATL,12/03/2011 10:15 AM,12/03/2011 10:35 AM,D17,12/03/2011 12:10 PM,12/03/2011 12:11 PM,T11
2011-12-03-AA-789-ORD-DEN,12/03/2011 01:05 PM,12/03/2011 01:11 PM,H6,12/03/2011 02:35 PM,12/03/2011 02:38 PM,A49
2011-12-03-AA-3468-CVG-MIA,12/03/2011 07:00 AM,12/03/2011 07:17 AM,1,12/03/2011 09:55 AM,12/03/2011 09:40 AM,D60
2011-12-03-AA-4277-CVG-JFK,12/03/2011 12:10 PM,12/03/2011 12:17 PM,1,12/03/2011 02:15 PM,12/03/2011 02:03 PM,32H
2011-12-03-AA-466-IAH-MIA,12/03/2011 06:00 AM,12/03/2011 06:06 AM,A27,12/03/2011 09:20 AM,12/03/2011 09:11 AM,D17
2011-12-03-AA-404-MIA-MCO,12/03/2011 06:45 AM,12/03/2011 07:00 AM,E5,12/03/2011 07:45 AM,12/03/2011 07:52 AM,16
2011-12-03-AA-85-JFK-SFO,12/03/2011 03:05 PM,12/03/2011 03:19 PM,6,12/03/2011 06:30 PM,12/03/2011 06:11 PM,57
2011-12-03-AA-446-DFW-PHL,12/03/2011 11:50 AM,12/03/2011 12:11 PM,D33,12/03/2011 03:50 PM,12/03/2011 03:47 PM,A9
2011-12-03-AA-3-JFK-LAX,12/03/2011 12:00 PM,12/03/2011 12:10 PM,42,12/03/2011 03:15 PM,12/03/2011 02:54 PM,46A
2011-12-03-AA-2268-PHX-ORD,12/03/2011 07:15 AM,12/03/2011 07:20 AM,6,12/03/2011 11:35 AM,12/03/2011 11:15 AM,H15
2011-12-03-AA-1007-MIA-PHX,12/03/2011 04:55 PM,12/03/2011 05:11 PM,D36,12/03/2011 08:05 PM,12/03/2011 08:07 PM,4
2011-12-03-AA-4344-ORD-DTW,12/03/2011 11:45 AM,12/03/2011 11:57 AM,G6B,12/03/2011 02:00 PM,12/03/2011 01:51 PM,D28
2011-12-03-AA-484-DFW-MIA,12/03/2011 04:15 PM,12/03/2011 04:41 PM,D16,12/03/2011 07:55 PM,12/03/2011 08:17 PM,D4
2011-12-03-AA-3979-CVG-ORD,12/03/2011 07:30 AM,12/03/2011 07:38 AM,3,12/03/2011 08:00 AM,12/03/2011 07:35 AM,G12
2011-12-03-AA-3859-IAH-ORD,12/04/2011 07:10 AM,12/04/2011 07:09 AM,A29,12/03/2011 09:40 AM,12/03/2011 09:34 AM,H5
2011-12-03-AA-3842-MSP-ORD,12/03/2011 06:00 AM,12/03/2011 06:15 AM,E14,12/03/2011 07:30 AM,12/03/2011 07:13 AM,G1B
2011-12-03-AA-271-MIA-LAX,12/03/2011 11:35 AM,12/03/2011 11:55 AM,D8,12/03/2011 02:25 PM,12/03/2011 02:22 PM,46B
2011-12-03-AA-643-MIA-ORD,12/03/2011 07:10 AM,12/03/2011 07:23 AM,D3,12/03/2011 09:35 AM,12/03/2011 09:21 AM,K16
2011-12-03-AA-4198-ORD-CLE,12/03/2011 10:40 AM,12/03/2011 10:57 AM,G2B,12/03/2011 12:55 PM,12/03/2011 12:55 PM,A1
2011-12-03-AA-400-DFW-JFK,12/03/2011 10:40 AM,12/03/2011 11:00 AM,C4,12/03/2011 02:59 PM,12/03/2011 03:11 PM,44
2011-12-03-AA-1886-BOS-MIA,12/03/2011 10:45 AM,12/03/2011 11:10 AM,B35,12/03/2011 02:20 PM,12/03/2011 02:07 PM,D14
2011-12-03-AA-1917-JFK-MCO,12/03/2011 02:55 PM,12/03/2011 03:07 PM,45,12/03/2011 05:55 PM,12/03/2011 05:27 PM,16
2011-12-03-AA-1544-SAN-ORD,12/03/2011 11:25 AM,12/03/2011 11:39 AM,27,12/03/2011 05:25 PM,12/03/2011 04:55 PM,H6
2011-12-03-AA-3809-PHX-LAX,12/03/2011 06:00 AM,12/03/2011 06:07 AM,2,12/03/2011 06:40 AM,12/03/2011 06:18 AM,44J
2011-12-03-AA-2957-DFW-CVG,12/03/2011 07:55 AM,12/03/2011 08:40 AM,B21,12/03/2011 11:05 AM,12/03/2011 11:31 AM,3
2011-12-03-UA-1500-IAH-GUA,Sat- Dec 3 8:55 AM,Sat- Dec 3 10:39 AM,E20,Sat- Dec 3 11:45 AM,Sat- Dec 3 1:22 PM,15
2011-12-03-UA-257-JFK-SFO,Sat- Dec 3 2:30 PM,Sat- Dec 3 2:24 PM,12,Sat- Dec 3 6:07 PM,Sat- Dec 3 5:34 PM,80
2011-12-03-UA-62-IAH-EWR,Sat- Dec 3 2:30 PM,Sat- Dec 3 2:52 PM,C-39,Sat- Dec 3 7:01 PM,Sat- Dec 3 6:57 PM,C73
2011-12-03-UA-397-JFK-SFO,Sat- Dec 3 8:00 AM,Sat- Dec 3 7:58 AM,10,Sat- Dec 3 11:55 AM,Sat- Dec 3 11:08 AM,80
2011-12-03-UA-2704-DTW-PHX,Sat- Dec 3 11:15 AM,Sat- Dec 3 11:15 AM,D25,Sat- Dec 3 1:40 PM,Sat- Dec 3 2:12 PM,A19
2011-12-03-UA-3373-IAD-PHL,Sat- Dec 3 8:27 AM,Sat- Dec 3 8:25 AM,C26,Sat- Dec 3 9:22 AM,Sat- Dec 3 9:32 AM,D7
2011-12-03-UA-2906-PHL-MCO,Sat- Dec 3 3:50 PM,Sat- Dec 3 3:50 PM            Delayed,B15,Sat- Dec 3 6:23 PM,Sat- Dec 3 6:19 PM,58
2011-12-03-UA-938-DEN-ORD,Sat- Dec 3 3:55 PM,Sat- Dec 3 4:01 PM,B36,Sat- Dec 3 7:15 PM,Sat- Dec 3 7:24 PM,B11
2011-12-03-UA-3099-PHX-PHL,Sat- Dec 3 11:55 AM,Sat- Dec 3 12:45 PM,A22,Sat- Dec 3 6:17 PM,Sat- Dec 3 6:47 PM,A8
2011-12-03-UA-3925-IAD-ORF,Sat- Dec 3 8:41 AM,Sat- Dec 3 10:17 AM,A2A,Sat- Dec 3 9:54 AM,Sat- Dec 3 11:17 AM,--
2011-12-03-UA-5487-SFO-MRY,Sat- Dec 3 10:39 AM,Sat- Dec 3 10:34 AM,87A,Sat- Dec 3 11:19 AM,Sat- Dec 3 11:09 AM,--
2011-12-03-UA-3050-PHX-CLT,Sat- Dec 3 11:05 AM,Sat- Dec 3 11:05 AM,A11,Sat- Dec 3 4:57 PM,Sat- Dec 3 4:48 PM,B11
2011-12-03-UA-828-SFO-ORD,Sat- Dec 3 10:59 PM,Sat- Dec 3 10:59 PM,74,Sun- Dec 4 5:14 AM,Sun- Dec 4 5:14 AM,C29
2011-12-03-UA-2830-MCO-CLT,Sat- Dec 3 3:27 PM,Sat- Dec 3 3:27 PM,58,Sat- Dec 3 5:05 PM,Sat- Dec 3 4:54 PM,B14
2011-12-03-UA-37-EWR-MCO,Sat- Dec 3 1:45 PM,Sat- Dec 3 1:53 PM            Delayed,C113,Sat- Dec 3 4:30 PM,Sat- Dec 3 4:22 PM,39
2011-12-03-UA-37-EDI-EWR,Sat- Dec 3 9:05 AM,Sat- Dec 3 9:26 AM,--,Sat- Dec 3 11:53 AM,Sat- Dec 3 1:17 PM,C126
2011-12-03-UA-2708-EWR-CLT,Sat- Dec 3 2:55 PM,Sat- Dec 3 2:55 PM,A37,Sat- Dec 3 4:53 PM,Sat- Dec 3 4:29 PM,C12
2011-12-03-UA-2726-FLL-PHL,Sat- Dec 3 4:00 PM,Sat- Dec 3 4:00 PM,E3,Sat- Dec 3 6:46 PM,Sat- Dec 3 6:47 PM,B9
2011-12-03-UA-2945-PHL-CLT,Sat- Dec 3 12:00 AM,Sat- Dec 3 2:11 AM,C21,Sat- Dec 3 1:45 PM,Sat- Dec 3 1:18 PM,B6
2011-12-03-UA-6273-YYC-SFO,Sat- Dec 3 7:35 AM,Sat- Dec 3 7:30 AM,--,Sat- Dec 3 9:43 AM,Sat- Dec 3 9:03 AM,69
2011-12-03-UA-382-IAD-LAX,Sat- Dec 3 12:30 PM,Sat- Dec 3 12:31 PM            Delayed,C17,Sat- Dec 3 3:19 PM,Sat- Dec 3 3:03 PM,75B
2011-12-03-UA-858-PVG-SFO,Sat- Dec 3 1:45 PM,Sat- Dec 3 1:41 PM,75,Sat- Dec 3 8:27 AM,Sat- Dec 3 8:50 AM,97
2011-12-03-UA-854-SFO-IAH,Sat- Dec 3 7:55 AM,Sat- Dec 3 7:53 AM,83,Sat- Dec 3 1:41 PM,Sat- Dec 3 1:18 PM,C16
2011-12-04-AA-1221-MCO-ORD,12/04/2011 08:00 PM,12/04/2011 08:09 PM,16,12/04/2011 09:50 PM,12/04/2011 09:27 PM,K15
2011-12-04-AA-518-MIA-JFK,12/04/2011 06:30 AM,12/04/2011 07:02 AM,D1,12/04/2011 09:15 AM,12/04/2011 09:31 AM,3
2011-12-04-AA-4307-ORD-DTW,12/04/2011 06:45 PM,12/04/2011 07:03 PM,H4,12/04/2011 09:10 PM,12/04/2011 09:04 PM,D28
2011-12-04-AA-2525-DFW-MIA,12/04/2011 07:25 AM,12/04/2011 11:18 AM,D25,12/04/2011 11:10 AM,12/04/2011 02:55 PM,D2
2011-12-04-AA-431-MIA-SFO,12/04/2011 08:35 AM,12/04/2011 08:51 AM,D44,12/04/2011 11:50 AM,12/04/2011 11:37 AM,57
2011-12-04-AA-3756-ORD-SLC,12/04/2011 12:15 PM,12/04/2011 12:53 PM,G11,12/04/2011 02:45 PM,12/04/2011 02:57 PM,A3
2011-12-04-AA-1279-DFW-PHX,12/04/2011 01:00 PM,12/04/2011 01:31 PM,C7,12/04/2011 02:35 PM,12/04/2011 02:55 PM,4
2011-12-04-AA-2050-ORD-MIA,12/04/2011 10:40 AM,12/04/2011 10:49 AM,K7,12/04/2011 02:45 PM,12/04/2011 02:21 PM,D40
2011-12-04-AA-3804-PHL-ORD,12/04/2011 02:35 PM,12/04/2011 02:57 PM,A7,12/04/2011 04:05 PM,12/04/2011 03:54 PM,H3A
2011-12-04-AA-1434-DFW-MCO,12/04/2011 07:15 AM,12/04/2011 09:39 AM,C29,12/04/2011 10:35 AM,12/04/2011 12:46 PM,15
2011-12-04-AA-59-JFK-SFO,12/04/2011 07:10 AM,12/04/2011 07:33 AM,39,12/04/2011 10:45 AM,12/04/2011 10:37 AM,58B
2011-12-04-AA-415-BOS-ORD,12/04/2011 08:35 AM,12/04/2011 08:45 AM,B36,12/04/2011 10:40 AM,12/04/2011 10:33 AM,K18
2011-12-04-AA-222-LAX-BOS,12/04/2011 07:10 AM,12/04/2011 07:23 AM,47A,12/04/2011 03:30 PM,12/04/2011 03:08 PM,B34
2011-12-04-AA-1165-JFK-MIA,12/04/2011 06:59 AM,12/04/2011 07:20 AM,36,12/04/2011 10:34 AM,12/04/2011 09:55 AM,D2
2011-12-04-AA-3786-IAH-ORD,12/04/2011 04:00 PM,12/04/2011 04:39 PM,A29,12/04/2011 06:40 PM,12/04/2011 06:34 PM,H3A
2011-12-04-AA-4330-CVG-ORD,12/04/2011 03:35 PM,12/04/2011 03:45 PM,5,12/04/2011 04:00 PM,12/04/2011 03:45 PM,G5
2011-12-04-AA-1664-MIA-ATL,12/04/2011 10:15 AM,12/04/2011 10:43 AM,D15,12/04/2011 12:10 PM,12/04/2011 12:23 PM,T11
2011-12-04-AA-789-ORD-DEN,12/04/2011 01:05 PM,12/04/2011 01:14 PM,K8,12/04/2011 02:35 PM,12/04/2011 02:44 PM,A49
2011-12-04-AA-3468-CVG-MIA,12/04/2011 07:00 AM,12/04/2011 07:08 AM,5,12/04/2011 09:55 AM,12/04/2011 09:41 AM,D60
2011-12-04-AA-4277-CVG-JFK,12/04/2011 12:10 PM,12/04/2011 01:28 PM,1,12/04/2011 02:15 PM,12/04/2011 03:05 PM,31C
2011-12-04-AA-466-IAH-MIA,12/04/2011 06:00 AM,12/04/2011 06:05 AM,A27,12/04/2011 09:20 AM,12/04/2011 09:06 AM,D15
2011-12-04-AA-404-MIA-MCO,12/04/2011 06:45 AM,12/04/2011 06:59 AM,E7,12/04/2011 07:45 AM,12/04/2011 07:47 AM,15
2011-12-04-AA-85-JFK-SFO,12/04/2011 03:05 PM,12/04/2011 03:29 PM,43,12/04/2011 06:30 PM,12/04/2011 06:29 PM,57
2011-12-04-AA-446-DFW-PHL,12/04/2011 11:50 AM,12/04/2011 11:59 AM,C21,12/04/2011 03:50 PM,12/04/2011 03:42 PM,A9
2011-12-04-AA-2268-PHX-ORD,12/04/2011 07:15 AM,12/04/2011 07:16 AM,4,12/04/2011 11:35 AM,12/04/2011 11:11 AM,K16
2011-12-04-AA-1007-MIA-PHX,12/04/2011 04:55 PM,12/04/2011 05:11 PM,D39,12/04/2011 08:05 PM,12/04/2011 08:00 PM,6
2011-12-04-AA-4344-ORD-DTW,12/04/2011 11:45 AM,12/04/2011 12:00 PM,G3,12/04/2011 02:00 PM,12/04/2011 01:54 PM,D28
2011-12-04-AA-484-DFW-MIA,12/04/2011 04:15 PM,12/04/2011 04:56 PM,D27,12/04/2011 07:55 PM,12/04/2011 08:24 PM,E7
2011-12-04-AA-3979-CVG-ORD,12/04/2011 07:30 AM,12/04/2011 07:32 AM,3,12/04/2011 08:00 AM,12/04/2011 07:26 AM,H1B
2011-12-04-AA-3859-IAH-ORD,12/04/2011 07:10 AM,12/04/2011 07:15 AM,A30,12/04/2011 09:40 AM,12/04/2011 09:17 AM,G13
2011-12-04-AA-3842-MSP-ORD,12/04/2011 06:00 AM,12/04/2011 06:31 AM,E14,12/04/2011 07:30 AM,12/04/2011 07:36 AM,G13
2011-12-04-AA-271-MIA-LAX,12/04/2011 11:35 AM,12/04/2011 11:57 AM,D5,12/04/2011 02:25 PM,12/04/2011 02:12 PM,46B
2011-12-04-AA-643-MIA-ORD,12/04/2011 07:10 AM,12/04/2011 07:49 AM,D2,12/04/2011 09:35 AM,12/04/2011 09:35 AM,L8
2011-12-04-AA-4198-ORD-CLE,12/04/2011 10:40 AM,12/04/2011 10:53 AM,G6A,12/04/2011 12:55 PM,12/04/2011 12:46 PM,A1
2011-12-04-AA-400-DFW-JFK,12/04/2011 10:40 AM,12/04/2011 11:01 AM,C14,12/04/2011 02:59 PM,12/04/2011 03:02 PM,33
2011-12-04-AA-1886-BOS-MIA,12/04/2011 10:45 AM,12/04/2011 11:04 AM,B34,12/04/2011 02:20 PM,12/04/2011 01:47 PM,D23
2011-12-04-AA-1917-JFK-MCO,12/04/2011 02:55 PM,12/04/2011 03:15 PM,34,12/04/2011 05:55 PM,12/04/2011 05:41 PM,15
2011-12-04-AA-1544-SAN-ORD,12/04/2011 11:25 AM,12/04/2011 11:46 AM,27,12/04/2011 05:25 PM,12/04/2011 05:19 PM,H6
2011-12-04-AA-3809-PHX-LAX,12/04/2011 06:00 AM,12/04/2011 06:13 AM,2,12/04/2011 06:40 AM,12/04/2011 06:43 AM,44J
2011-12-04-AA-2957-DFW-CVG,12/04/2011 07:55 AM,12/04/2011 09:00 AM,B8,12/04/2011 11:05 AM,12/04/2011 11:48 AM,3
2011-12-04-UA-1500-IAH-GUA,Sun- Dec 4 8:55 AM,Sun- Dec 4 9:12 AM            Delayed,E3,Sun- Dec 4 11:45 AM,Sun- Dec 4 11:56 AM,15
2011-12-04-UA-3515-IAD-MSP,Sun- Dec 4 8:15 AM,Sun- Dec 4 8:09 AM,D20,Sun- Dec 4 10:06 AM,Sun- Dec 4 9:39 AM,E8
2011-12-04-UA-664-ORD-PHL,Sun- Dec 4 1:20 PM,Sun- Dec 4 1:16 PM,C29,Sun- Dec 4 4:25 PM,Sun- Dec 4 4:17 PM,D9
2011-12-04-UA-414-LAX-SFO,Sun- Dec 4 6:00 AM,Sun- Dec 4 6:01 AM,75B,Sun- Dec 4 7:23 AM,Sun- Dec 4 7:15 AM,85
2011-12-04-UA-257-JFK-SFO,Sun- Dec 4 2:30 PM,Sun- Dec 4 2:26 PM,8,Sun- Dec 4 6:10 PM,Sun- Dec 4 5:41 PM,80
2011-12-04-UA-62-IAH-EWR,Sun- Dec 4 2:30 PM,Sun- Dec 4 2:33 PM,C-43,Sun- Dec 4 7:03 PM,Sun- Dec 4 6:59 PM,C74
2011-12-04-UA-843-LAX-ORD,Sun- Dec 4 1:50 PM,Sun- Dec 4 1:51 PM,77,Sun- Dec 4 7:55 PM,Sun- Dec 4 7:28 PM,C15
2011-12-04-UA-248-PHX-ORD,Sun- Dec 4 12:47 PM,Sun- Dec 4 12:47 PM,3,Sun- Dec 4 5:15 PM,Sun- Dec 4 4:56 PM,C28
2011-12-04-UA-397-JFK-SFO,Sun- Dec 4 8:00 AM,Sun- Dec 4 7:52 AM,10,Sun- Dec 4 11:49 AM,Sun- Dec 4 11:15 AM,82
2011-12-04-UA-2704-DTW-PHX,Sun- Dec 4 11:15 AM,Sun- Dec 4 11:15 AM,D25,Sun- Dec 4 1:40 PM,Sun- Dec 4 1:53 PM,A2
2011-12-04-UA-3373-IAD-PHL,Sun- Dec 4 8:25 AM,Sun- Dec 4 8:24 AM,C20,Sun- Dec 4 9:20 AM,Sun- Dec 4 9:20 AM,D7
2011-12-04-UA-2906-PHL-MCO,Sun- Dec 4 3:50 PM,Sun- Dec 4 3:50 PM            Delayed,B13,Sun- Dec 4 6:23 PM,Sun- Dec 4 6:04 PM,58
2011-12-04-UA-938-DEN-ORD,Sun- Dec 4 4:16 PM,Sun- Dec 4 4:15 PM,B44,Sun- Dec 4 7:34 PM,Sun- Dec 4 7:35 PM,C26
2011-12-04-UA-3925-IAD-ORF,Sun- Dec 4 8:41 AM,Sun- Dec 4 8:32 AM,A1G,Sun- Dec 4 9:54 AM,Sun- Dec 4 9:26 AM,--
2011-12-04-UA-5487-SFO-MRY,Sun- Dec 4 10:39 AM,Sun- Dec 4 10:35 AM,87A,Sun- Dec 4 11:19 AM,Sun- Dec 4 11:24 AM,--
2011-12-04-UA-3050-PHX-CLT,Sun- Dec 4 11:05 AM,Sun- Dec 4 11:13 AM,A7,Sun- Dec 4 4:57 PM,Sun- Dec 4 5:09 PM,B5
2011-12-04-UA-828-SFO-ORD,Sun- Dec 4 11:12 PM,Sun- Dec 4 11:12 PM,75,Mon- Dec 5 5:15 AM,Mon- Dec 5 5:15 AM,B7
2011-12-04-UA-2830-MCO-CLT,Sun- Dec 4 3:27 PM,Sun- Dec 4 3:27 PM,56,Sun- Dec 4 5:05 PM,Sun- Dec 4 4:56 PM,B10
2011-12-04-UA-37-EWR-MCO,Sun- Dec 4 1:29 PM,Sun- Dec 4 1:43 PM            Delayed,C136,Sun- Dec 4 4:17 PM,Sun- Dec 4 4:15 PM,39
2011-12-04-UA-37-EDI-EWR,Sun- Dec 4 9:05 AM,Sun- Dec 4 9:36 AM,--,Sun- Dec 4 11:53 AM,Sun- Dec 4 12:57 PM,B61
2011-12-04-UA-2708-EWR-CLT,Sun- Dec 4 2:55 PM,Sun- Dec 4 2:55 PM,A37,Sun- Dec 4 4:53 PM,Sun- Dec 4 4:32 PM,D3
2011-12-04-UA-233-LAX-JFK,Sun- Dec 4 4:20 PM,Sun- Dec 4 4:20 PM,73,Mon- Dec 5 12:29 AM,Mon- Dec 5 12:29 AM,6
2011-12-04-UA-2726-FLL-PHL,Sun- Dec 4 4:00 PM,Sun- Dec 4 4:00 PM,E3,Sun- Dec 4 6:46 PM,Sun- Dec 4 6:28 PM,B5
2011-12-04-UA-2945-PHL-CLT,Sun- Dec 4 12:00 AM,Sun- Dec 4 10:11 AM            Delayed,B11,Sun- Dec 4 1:45 PM,Sun- Dec 4 1:31 PM,B8
2011-12-04-UA-6273-YYC-SFO,Sun- Dec 4 7:35 AM,Sun- Dec 4 7:21 AM,--,Sun- Dec 4 9:43 AM,Sun- Dec 4 10:10 AM,78A
2011-12-04-UA-2314-ATL-PHL,Sun- Dec 4 2:55 PM,Sun- Dec 4 3:19 PM,D23,Sun- Dec 4 5:00 PM,Sun- Dec 4 5:12 PM,C25
2011-12-04-UA-382-IAD-LAX,Sun- Dec 4 12:30 PM,Sun- Dec 4 12:29 PM            On Time,C27,Sun- Dec 4 3:19 PM,Sun- Dec 4 2:57 PM,70B
2011-12-04-UA-858-PVG-SFO,Sun- Dec 4 1:45 PM,Sun- Dec 4 1:33 PM,77,Sun- Dec 4 8:27 AM,Sun- Dec 4 8:35 AM,92
2011-12-04-UA-854-SFO-IAH,Sun- Dec 4 7:53 AM,Sun- Dec 4 7:46 AM,81,Sun- Dec 4 1:35 PM,Sun- Dec 4 1:42 PM,C16
2011-12-05-AA-1221-MCO-ORD,12/05/2011 08:00 PM,12/05/2011 08:06 PM,15,12/05/2011 09:50 PM,12/05/2011 09:29 PM,K4
2011-12-05-AA-4307-ORD-DTW,12/05/2011 06:45 PM,12/05/2011 07:08 PM,G19A,12/05/2011 09:10 PM,12/05/2011 09:34 PM,D28
2011-12-05-AA-616-DFW-DTW,12/05/2011 09:05 AM,12/05/2011 09:17 AM,C14,12/05/2011 12:35 PM,12/05/2011 12:19 PM,D32
2011-12-05-AA-431-MIA-SFO,12/05/2011 08:35 AM,12/05/2011 08:52 AM,D3,12/05/2011 11:50 AM,12/05/2011 11:15 AM,57
2011-12-05-AA-3756-ORD-SLC,12/05/2011 12:15 PM,12/05/2011 12:29 PM,G9,12/05/2011 02:45 PM,12/05/2011 02:31 PM,A3
2011-12-05-AA-2050-ORD-MIA,12/05/2011 10:40 AM,12/05/2011 10:52 AM,K13,12/05/2011 02:45 PM,12/05/2011 02:37 PM,D40
2011-12-05-AA-3804-PHL-ORD,12/05/2011 02:35 PM,12/05/2011 02:40 PM,A7,12/05/2011 04:05 PM,12/05/2011 03:45 PM,G13
2011-12-05-AA-1664-MIA-ATL,12/05/2011 10:15 AM,12/05/2011 10:43 AM,D41,12/05/2011 12:10 PM,12/05/2011 12:26 PM,T11
2011-12-05-AA-789-ORD-DEN,12/05/2011 01:05 PM,12/05/2011 01:27 PM,K9,12/05/2011 02:35 PM,12/05/2011 02:48 PM,A49
2011-12-05-AA-4277-CVG-JFK,12/05/2011 12:10 PM,12/05/2011 12:19 PM,1,12/05/2011 02:15 PM,12/05/2011 02:01 PM,32I
2011-12-05-AA-85-JFK-SFO,12/05/2011 03:05 PM,12/05/2011 03:31 PM,33,12/05/2011 06:30 PM,12/05/2011 06:17 PM,58B
2011-12-05-AA-404-MIA-MCO,12/05/2011 06:45 AM,12/05/2011 06:56 AM,D33,12/05/2011 07:45 AM,12/05/2011 07:51 AM,16
2011-12-05-AA-446-DFW-PHL,12/05/2011 11:50 AM,12/05/2011 12:06 PM,D16,12/05/2011 03:50 PM,12/05/2011 03:44 PM,A9
2011-12-05-AA-2268-PHX-ORD,12/05/2011 07:15 AM,12/05/2011 07:20 AM,6,12/05/2011 11:35 AM,12/05/2011 11:12 AM,H12
2011-12-05-AA-4344-ORD-DTW,12/05/2011 11:45 AM,12/05/2011 11:55 AM,G1B,12/05/2011 02:00 PM,12/05/2011 02:13 PM,D28
2011-12-05-AA-484-DFW-MIA,12/05/2011 04:15 PM,12/05/2011 04:36 PM,D17,12/05/2011 07:55 PM,12/05/2011 07:52 PM,D34
2011-12-05-AA-3979-CVG-ORD,12/05/2011 07:30 AM,12/05/2011 07:48 AM,3,12/05/2011 08:00 AM,12/05/2011 07:42 AM,G14
2011-12-05-AA-3859-IAH-ORD,12/05/2011 07:10 AM,12/05/2011 07:25 AM,A29,12/05/2011 09:40 AM,12/05/2011 09:59 AM,H4
2011-12-05-AA-3842-MSP-ORD,12/05/2011 06:00 AM,12/05/2011 06:10 AM,E14,12/05/2011 07:30 AM,12/05/2011 07:09 AM,H5
2011-12-05-AA-518-MIA-JFK,12/05/2011 06:30 AM,12/05/2011 06:50 AM,D24,12/05/2011 09:15 AM,12/05/2011 09:20 AM,33
2011-12-05-AA-2525-DFW-MIA,12/05/2011 07:25 AM,12/05/2011 08:37 AM,C4,12/05/2011 11:10 AM,12/05/2011 12:00 PM,D16
2011-12-05-AA-1279-DFW-PHX,12/05/2011 01:00 PM,12/05/2011 01:19 PM,C12,12/05/2011 02:35 PM,12/05/2011 02:51 PM,4
2011-12-05-AA-1434-DFW-MCO,12/05/2011 07:15 AM,12/05/2011 07:27 AM,C30,12/05/2011 10:35 AM,12/05/2011 10:39 AM,17
2011-12-05-AA-59-JFK-SFO,12/05/2011 07:10 AM,12/05/2011 07:49 AM,36,12/05/2011 10:45 AM,12/05/2011 10:45 AM,58B
2011-12-05-AA-415-BOS-ORD,12/05/2011 08:35 AM,12/05/2011 08:50 AM,B34,12/05/2011 10:40 AM,12/05/2011 10:18 AM,H17
2011-12-05-AA-222-LAX-BOS,12/05/2011 07:10 AM,12/05/2011 07:13 AM,42B,12/05/2011 03:30 PM,12/05/2011 02:55 PM,B31
2011-12-05-AA-1165-JFK-MIA,12/05/2011 06:59 AM,12/05/2011 07:33 AM,35,12/05/2011 10:34 AM,12/05/2011 10:06 AM,D24
2011-12-05-AA-3786-IAH-ORD,12/05/2011 04:00 PM,12/05/2011 04:28 PM,A29,12/05/2011 06:40 PM,12/05/2011 06:37 PM,G3
2011-12-05-AA-4330-CVG-ORD,12/05/2011 03:35 PM,12/05/2011 04:51 PM,5,12/05/2011 04:00 PM,12/05/2011 04:47 PM,G19A
2011-12-05-AA-3468-CVG-MIA,12/05/2011 07:00 AM,12/05/2011 07:23 AM,1,12/05/2011 09:55 AM,12/05/2011 09:47 AM,D60
2011-12-05-AA-466-IAH-MIA,12/05/2011 06:00 AM,12/05/2011 06:19 AM,A27,12/05/2011 09:20 AM,12/05/2011 09:26 AM,D41
2011-12-05-AA-3-JFK-LAX,12/05/2011 12:00 PM,12/05/2011 12:02 PM,42,12/05/2011 03:15 PM,12/05/2011 02:46 PM,48B
2011-12-05-AA-1007-MIA-PHX,12/05/2011 04:55 PM,12/05/2011 05:01 PM,D5,12/05/2011 08:05 PM,12/05/2011 07:55 PM,6
2011-12-05-AA-271-MIA-LAX,12/05/2011 11:35 AM,12/05/2011 11:53 AM,D12,12/05/2011 02:25 PM,12/05/2011 02:14 PM,46A
2011-12-05-AA-643-MIA-ORD,12/05/2011 07:10 AM,12/05/2011 07:29 AM,D1,12/05/2011 09:35 AM,12/05/2011 09:23 AM,L8
2011-12-05-AA-4198-ORD-CLE,12/05/2011 10:40 AM,12/05/2011 10:47 AM,G7,12/05/2011 12:55 PM,12/05/2011 12:44 PM,A1
2011-12-05-AA-400-DFW-JFK,12/05/2011 10:40 AM,12/05/2011 11:07 AM,C39,12/05/2011 02:59 PM,12/05/2011 03:12 PM,42
2011-12-05-AA-1886-BOS-MIA,12/05/2011 10:45 AM,12/05/2011 10:56 AM,B35,12/05/2011 02:20 PM,12/05/2011 02:01 PM,D1
2011-12-05-AA-1917-JFK-MCO,12/05/2011 02:55 PM,12/05/2011 03:09 PM,43,12/05/2011 05:55 PM,12/05/2011 05:36 PM,16
2011-12-05-AA-3809-PHX-LAX,12/05/2011 06:00 AM,12/05/2011 06:18 AM,2,12/05/2011 06:40 AM,12/05/2011 06:27 AM,44J
2011-12-05-AA-2957-DFW-CVG,12/05/2011 07:55 AM,12/05/2011 08:31 AM,B21,12/05/2011 11:05 AM,12/05/2011 11:17 AM,3
