src,isbn,title,author_list
bobs books,9780201157673,genetic algorithms in search; optimization and machine learning,goldberg; david e.
indoo.com,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nickwoods; e&oacute;in
opoe-abe books,9780321112293,software systems architecture,rozanski
a1books,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick; woods; e?in
textbookxdotcom,9780321112293,software systems architecture viewpoint-oriented system development,
caiman,9780321112293,software systems architecture,rozanski; nick
a1books,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick; woods; e?in
odeon books,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,nick rozanski; e&oacute;in woods
books down under,9780321112293,software systems architecture: viewpoint-oriented system development,rozanski; nick woods; eoin
browns books,9780321112293,software systems architecture,rozanski; nick
papamedia.com,9780321112293,software systems architecture : working with stakeholders using viewpoints and perspectives,nick rozanski; e&oacute;in woods
paperbackworld.de,9780321112293,software systems architecture,eoin woods; nick rozanski
bobs books,9780321112293,software systems architecture: viewpoint-oriented system development,rozanski; nick woods; eoin
marando.de versandbuchhandlung,9780321112293,software systems architecture,nick rozanski; eoin woods
aha-buch,9780321112293,software systems architecture,nick rozanski; eoin woods
morgenstundt buch & kunst,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick; woods; eoin
versandantiquariat robert a. mueller,9780321112293,software systems architecture working with stakeholders using viewpoints and perspectives,woods; eoin rozanski; nick
quartermelon,9780321112293,software systems architecture working with stakeholders using viewpoints and perspectives,rozanski; nick woods; eoin
mellon's books,9780321112293,software systems architecture,rozanski; nick
thebookcom,9780321112293,software systems architecture : working with stakeholders using viewpoints and perspectives,rozanski; nick
quartermelon,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick (author) woods; esin (author) woods; esin (joint author)
thebookcom,9780321112293,software systems architecture : working with stakeholders using viewpoints and perspectives,rozanski; nick
free u.s. air shipping @ thebookcompany,9780321112293,software systems architecture : working with stakeholders using viewpoints and perspectives,rozanski; nick
blackwell online,9780321112293,software systems architecture,nick rozanski; eoin woods
stratford books,9780321112293,software systems architecture working with stakeholders using viewpoints and perspectives,rozanski; nick woods; eoin
thesaintbookstore,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick; woods; e&oacute;in
a1books,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick; woods; e?in
englishbookservice.com gti gmbh,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick; woods; eoin
free u.s. air shipping @ thebookcompany,9780321112293,software systems architecture : working with stakeholders using viewpoints and perspectives,rozanski; nick
stratford books,9780321112293,software systems architecture: working with stakeholders using viewpoints and perspectives,rozanski; nick (author) woods; esin (author) woods; esin (joint author)
the book depository,9780321112293,software systems architecture,nick rozanski
revaluation books,9780321112293,software systems architecture working with stakeholders using viewpoints and perspectives,rozanski; nick/ woods; eoin
revaluation books,9780321112293,software systems architecture:working with stakeholders using viewpoints and perspectives,rozanski; nick/ woods; eoin
bobs books,9780321112293,software systems architecture,rozanski; nick woods; eoin
bobs books,9780321112293,software systems architecture,rozanski/woods
bobs books,9780321112293,software systems architecture,nick rozanski
eco encore,9780201325713,applied software architecture,christine hofmeister; robert nord; dilip soni
powell's  books,9780201325713,applied software architecture,hofmeister; christin
indoo.com,9780201325713,applied software architecture,hofmeister; christinenord; robertsoni; dilip
a1books,9780201325713,applied software architecture,hofmeister; christine; nord; robert; soni; dilip
textbookxdotcom,9780201325713,applied software architecture,robert nord
caiman,9780201325713,applied software architecture,hoffmeister; christine
a1books,9780201325713,applied software architecture,hofmeister; christine; nord; robert; soni; dilip
paperbackshop-us,9780201325713,applied software architecture,hofmeister; christine/ nord; robert/ son
calibanbooks pittsburgh pa; abaa,9780201325713,applied software architecture,hofmeister; christine; nord; robert; soni; dilip
browns books,9780201325713,software architecture,hofmeister; christine
cobu gmbh & co. kg,9780201325713,applied software architecture,hofmeister; christine; nord; robert; soni; dilip
aha-buch,9780201325713,applied software architecture,christine hofmeister; robert nord; dilip soni
marando.de versandbuchhandlung,9780201325713,applied software architecture,christine hofmeister; robert nord; dilip soni
papamedia.com,9780201325713,applied software architecture,christine hofmeister; et al
thebookcom,9780201325713,software architecture : a practical guide for software designers,hofmeister; christine
mellon's books,9780201325713,software architecture,hofmeister; christine
quartermelon,9780201325713,applied software architecture,hoffmeister; christine (author) hofmeister; christine (author) nord; robert (author)
quartermelon,9780201325713,software architecture a practical guide for software designers,hofmeister; christine nord; robert soni; dilip
free u.s. air shipping @ thebookcompany,9780201325713,software architecture : a practical guide for software designers,hofmeister; christine
thesaintbookstore,9780201325713,applied software architecture,hofmeister; christine; nord; robert; soni; dilip
stratford books,9780201325713,applied software architecture,hoffmeister; christine (author) hofmeister; christine (author) nord; robert (author)
stratford books,9780201325713,software architecture a practical guide for software designers,hofmeister; christine nord; robert soni; dilip
revaluation books,9780201325713,applied software architecture,hofmeister; christine/ nord; robert/ soni; dilip
revaluation books,9780201325713,applied software architecture,hofmeister; christine/ nord; robert/ soni; dilip
bobs books,9780201325713,software architecture,hofmeister; christine nord; robert soni; dilip
limelight bookshop,9780201325713,applied software architecture,hofmeister; christine
5559store,9780321321374,interactive computer graphics: a top-down approach using opengl,angel; edward
proservice,9780321321374,interactive computer graphics: a top-down approach using opengl,angel; edward
s m inc,9780321321374,interactive computer graphics : (4/2005) a top-down approach using opengl,
www.textbooksrus.com,9780321321374,interactive computer graphics: a top-down approach using opengl (4th edition),edward angel
sunmark store,9780321321374,interactive computer graphics (4th edition),angel; edward
brandnewtextbooks,9780321321374,interactive computer graphics: a top-down approach using opengl,angel; edward
lgtextbooks.com,9780321321374,interactive computer graphics,angel
missionbooks,9780321321374,interactive computer graphics: a top-down approach using opengl,angel; edward
alinonline,9780321321374,interactive computer graphics: a top-down approach using opengl,angel; edward
textbooksnow,9780321321374,interactive computer graphics...opengl 4th,angel
opoe-abe books,9780321321374,interactive computer graphics,angel
textbooksnow,9780321321374,interactive computer graphics...opengl,angel
a team books,9780321321374,interactive computer graphics: a top-down approach using opengl (4th edition),edward angel
caiman,9780321321374,interactive computer graphics,angel; edward
dvd legacy,9780321321374,interactive computer graphics: a top-down approach using opengl,angel; edward
players quest,9780321321374,interactive computer graphics : a top-down approach using opengl (4th edition),edward angel
